Kp,Rt_Kp,St_Kp,Ov_Kp,Ki,Rt_Ki,St_Ki,Ov_Ki,Kd,Rt_Kd,St_Kd,Ov_Kd
0.8,0.508750349271451,1.89645644956822,5.98416693149391,5,0.130857710160406,1.15929700053309,15.8788201688746,0.08,0.166180402001372,1.42982351387458,0
0.81,0.507763633085699,1.88713740818201,5.77411878608387,,,,,0.081,0.165644585969925,1.42744431247621,0
0.82,0.506816181668289,1.87780747944301,5.57523012878185,,,,,0.082,0.165092033402618,1.42536613598041,0
0.83,0.505890099879111,1.86772804512286,5.37128331211101,,,,,0.083,0.164548904386282,1.42292232871714,0.063919361766596
0.84,0.505008284248768,1.85685735317196,5.16993591240575,,,,,0.084,0.163994213536671,1.42076246851144,0.242494673728921
0.85,0.504160995564316,1.84588464831416,5.03188410660613,,,,,0.085,0.163438776036158,1.41845416298545,0.41981230933863
0.86,0.503354071399442,1.83455513614509,4.78837350999721,,,,,0.086,0.162889524290243,1.41657240495686,0.597105536103193
0.87,0.502580737207926,1.82224207306536,4.5968237118126,,,,,0.087,0.16233288584267,1.4131211546909,0.774469587049453
0.88,0.501864901716513,1.80938518693114,4.40633218390187,,,,,0.088,0.161768905330314,1.41280463508543,0.951805859041244
0.89,0.501164932199904,1.79554412402534,4.21944968069861,,,,,0.089,0.161210664195128,1.40906774207878,1.12913142543809
0.9,0.500511066506421,1.78073524133973,4.03593602077683,,,,,0.09,0.16065027569956,1.40590501765943,1.30646453023877
0.91,0.499880545962891,1.76546485166926,3.85524669388035,,,,,0.091,0.160086757503095,1.40487724805004,1.4837836565091
0.92,0.499332031837101,1.748851553432,3.67796995552951,,,,,0.092,0.159515431258002,1.40148741557154,1.66110181997126
0.93,0.498777147217521,1.72759701521175,3.4966364145117,,,,,0.093,0.158950059858193,1.39689343504309,1.83841964457365
0.94,0.498285131876323,1.71044629802041,3.32339682221283,,,,,0.094,0.158377757427556,1.39346311228924,2.01577084726996
0.95,0.49784195408145,1.69139687803034,3.15258772860947,,,,,0.095,0.157805775293319,1.39062588038523,2.19307956785357
0.96,0.497451696389575,1.67042292875374,2.99203054925412,,,,,0.096,0.157231044800797,1.38833134709131,2.37039541837853
0.97,0.497085253091175,1.64555599707462,2.82977274844909,,,,,0.097,0.156651654609996,1.38595306927757,2.5477264754012
0.98,0.496783603417316,1.61494143035543,2.66667960228686,,,,,0.098,0.15607485356754,1.3834857411669,2.72506568106976
0.99,0.496537866122256,1.58127075399995,2.51626833068694,,,,,0.099,0.155491269444509,1.38036687354137,2.90241684321275
1,0.49630959914091,1.54434920986401,2.35954477490368,,,,,0.1,0.15490651402121,1.37673145601584,3.07967869305197
1.01,0.496175449050287,1.47040292156429,2.20463701585794,,,,,0.101,0.154322850822826,1.37508224598432,3.25727603292303
1.02,0.496060557836892,1.38568585349089,2.05545795411843,,,,,0.102,0.153734079731601,1.36916890360401,3.43437136700977
1.03,0.495970103397463,0.895297796747934,1.91075399007972,,,,,0.103,0.15314419918496,1.36562020378826,3.61169757160142
1.04,0.495967848299143,0.901401728570628,1.76450925189475,,,,,0.104,0.152547468287152,1.36631718736344,3.78901074005475
1.05,0.496036573150875,0.964553328826518,1.62792391754851,,,,,0.105,0.151955131385438,1.36318603916726,3.96604887294405
1.06,0.496106672731004,0.957215648185815,1.49455643847527,,,,,0.106,0.151358292086386,1.35957999263609,4.14386006945202
1.07,0.496244601333334,0.966717963585696,1.36490467089989,,,,,0.107,0.150758011653319,1.35705860846186,4.32101299324115
1.08,0.496461719841695,0.961318075068042,1.23555065372867,,,,,0.108,0.150157007963626,1.35283695377513,4.49802277904881
1.09,0.496719618095767,0.964896547315074,1.10849247338212,,,,,0.109,0.1495492169923,1.35657718368228,4.67540542480729
1.1,0.192866948787736,0.967862230412058,0.992161414273851,,,,,0.11,0.148944000336414,1.35161695076536,4.85269098876866
1.11,0.191101726292063,0.968984840851287,0.870019743314932,,,,,0.111,0.148335439795341,1.34256659751497,5.02997178960827
1.12,0.189356623472578,0.966111470222141,0.779908863805456,,,,,0.112,0.147723289597335,1.34070445306336,5.20732042468377
1.13,0.187634847547837,0.972388196545424,0.690009123948299,,,,,0.113,0.147108623601918,1.33983608423105,5.38467122037887
1.14,0.185934882939248,0.982840255309504,0.600697883592671,,,,,0.114,0.146492208491628,1.34518347078103,5.56199028143303
1.15,0.184256387503541,0.995403883854112,0.522473856315231,,,,,0.115,0.145871529826469,1.34566774359562,5.73934428242651
1.16,0.182595918906729,1.00942338085235,0.426778706612563,,,,,0.116,0.145250527002094,1.33414784472091,5.91669177884804
1.17,0.180958500923772,1.02467430514564,0.358712436621755,,,,,0.117,0.144624733461446,1.31637787957091,6.09397373412615
1.18,0.179340023945434,1.04053731771691,0.300692205846276,,,,,0.118,0.143996988317299,1.30853074777804,6.27132785129352
1.19,0.177741555948893,1.05617530562026,0.241102177872299,,,,,0.119,0.143367455085299,1.30426114384943,6.4486987301756
1.2,0.176164357262046,1.070774999903,0.180996718220072,,,,,0.12,0.142734302294674,1.29683261525427,6.62602979879146
1.21,0.174605382372585,1.08390300338132,0.131311290562963,,,,,0.121,0.142098411531917,1.29207769303624,6.80334928109223
1.22,0.173067538322803,1.09548838248701,0.084549622163821,,,,,0.122,0.14146274699835,1.28832495152484,6.9806506786414
1.23,0.17154896782766,1.10559418464546,0.048482743465117,,,,,0.123,0.140822232558413,1.28466759237923,7.15805645738961
1.24,0.170048097222401,1.11456426230645,0.029021451688727,,,,,0.124,0.140175799264101,1.27969432318187,7.33532690586047
1.25,0.168567206573362,1.12251366243667,0.010514897636682,,,,,0.125,0.139532550304117,1.27637212686664,7.51261953343883
1.26,0.167105177965731,1.12943969210132,0,,,,,0.126,0.138883580506874,1.27196807227791,7.69026236116623
1.27,0.165661489585775,1.13576889881678,0,,,,,0.127,0.13823143769513,1.34401308910155,7.86758442528057
1.28,0.164236198262709,1.14138765386768,0,,,,,0.128,0.13757521474846,1.26498382878025,8.0446815244904
1.29,0.162829087194676,1.1706483342112,0,,,,,0.129,0.13691877147028,1.26222188540243,8.22192746774628
1.3,0.161439692104171,1.18168931724981,0,,,,,0.13,0.136259421733443,1.3472056971646,8.39930610273563
1.31,0.160070057494811,1.19460648003863,0.250749104284953,,,,,0.131,0.135596132996554,1.25341761167958,8.57660245723961
1.32,0.158715346463421,1.20379914763602,0.737652552335111,,,,,0.132,0.134927948773631,1.25037165375019,8.75393611666946
1.33,0.157377956817051,1.2163017071633,1.22437533180415,,,,,0.133,0.134259103527759,1.24765977498945,8.93131220737746
1.34,0.156057845544425,1.22702653247632,1.71085430342131,,,,,0.134,0.133588147010477,1.34866372700265,9.10860161300491
1.35,0.154755378907007,1.2374266207789,2.1973231749044,,,,,0.135,0.132911642395739,1.24124792579031,9.28595332056783
1.36,0.153469457316408,1.24691837122808,2.68378095606414,,,,,0.136,0.132232981236815,1.3539138274978,9.46352854553025
1.37,0.152198089753704,1.25700765749751,3.17021553448007,,,,,0.137,0.13155231751476,1.23478639866728,9.64084945024213
1.38,0.15094510221836,1.26563920237102,3.65670537579772,,,,,0.138,0.130866653328924,1.23100200285113,9.81791990159828
1.39,0.14970820732836,1.27618936544399,4.14315870968762,,,,,0.139,0.130179107487748,1.35403344861412,9.99551804231338
1.4,0.148486516733805,1.2856450995195,4.62963852236695,,,,,0.14,0.129488425679404,1.22590100507988,10.1728094922624
1.41,0.14727904555846,1.29966741924843,5.11609804783211,,,,,0.141,0.12879380581074,1.34218554198632,10.3501451020377
1.42,0.14608878914816,1.31316630870085,5.60254444209107,,,,,0.142,0.128096010579476,1.34136918704276,10.5274863132879
1.43,0.144912687634304,1.34583226964698,6.089000062415,,,,,0.143,0.127394925947313,1.35232507509922,10.7048213412641
1.44,0.14375291680383,1.35621271087557,6.57543757827495,,,,,0.144,0.126690221321225,1.35326316254346,10.8821423603508
1.45,0.14260631521569,1.35800993275858,7.06198530319722,,,,,0.145,0.125982230560105,1.34260703453277,11.0594707052331
1.46,0.141472393685697,1.36834299155479,7.54868061062068,,,,,0.146,0.125271554866345,1.34610061117979,11.2368028451211
1.47,0.140355879472367,1.37953545150372,8.03488770953253,,,,,0.147,0.124556548628554,1.34953829872569,11.4141013999361
1.48,0.139250660922449,1.39061220764166,8.52125740509866,,,,,0.148,0.123838671779201,1.35156785442467,11.5914623964307
1.49,0.138160820738271,1.40374341293627,9.00778512378711,,,,,0.149,0.123117162127704,1.35279369048015,11.7687704350718
1.5,0.137085228174221,1.41745694353452,9.49426841838499,,,,,0.15,0.122391747170135,1.34535630396024,11.9460995497159
1.51,0.136025239767511,1.43996749986947,9.9803847949514,,,,,0.151,0.121662975653323,1.46237579452828,12.1234247778351
1.52,0.134975963721951,1.46267259053997,10.467207558422,,,,,0.152,0.120930303912298,1.46774289467426,12.3007580830176
1.53,0.133939768964757,1.48655421892185,10.9536478351665,,,,,0.153,0.120193981185947,1.47347178279211,12.4780691676325
1.54,0.132922567484479,1.51104629639447,11.4401695431132,,,,,0.154,0.11945391962522,1.47703482017255,12.6554032569883
1.55,0.131904273179475,1.51860125089315,11.9257475279159,,,,,0.155,0.118709999526415,1.47853620425726,12.8327336904638
1.56,0.130909275837029,1.53263048466159,12.4133165849995,,,,,0.156,0.117962264159094,1.48134115792414,13.0100533468852
1.57,0.129930100839957,1.55408412117184,12.8994491652477,,,,,0.157,0.117210647297506,1.48257032834334,13.1873668407422
1.58,0.128956203754407,1.58235593799756,13.3856190191471,,,,,0.158,0.116455066695103,1.48370130754308,13.3646910461286
1.59,0.127992482530032,1.59736835030796,13.8723637349469,,,,,0.159,0.115695470213138,1.4859941836093,13.542019478556
1.6,0.127043837432834,1.61514416832808,14.3584736626946,,,,,0.16,0.114931883262325,1.48601619525752,13.7193487995157
1.61,0.126104405903737,1.62922226885952,14.8449731431401,,,,,0.161,0.114164204182277,1.48668266037176,13.8966755900987
1.62,0.125177146086722,1.643701740379,15.3321054774648,,,,,0.162,0.113392417772886,1.48763590053915,14.0740080131206
1.63,0.12426145025968,1.65454593554435,15.8182739658033,,,,,0.163,0.112616505362606,1.48805130746489,14.2513244547186
1.64,0.123373059437537,1.66833103480826,16.3047499331344,,,,,0.164,0.111836347290127,1.48856097073429,14.428648305965
1.65,0.122467688040748,1.67919073592214,16.7915162527125,,,,,0.165,0.111051999190611,1.48854239877128,14.6059671924336
1.66,0.121599115214117,1.69164393833082,17.2779665322464,,,,,0.166,0.110264283680413,1.48848684778751,14.7833078449554
1.67,0.120733769765648,1.70549227181861,17.7637317854571,,,,,0.167,0.109470420232255,1.48911001273497,14.9606301464251
1.68,0.119870981520439,1.71857359394762,18.2505871845542,,,,,0.168,0.108673416991857,1.48927924929633,15.1377412999132
1.69,0.119007403389791,1.73028108221462,18.7370108199338,,,,,0.169,0.107870935088394,1.48908036034167,15.3150748800169
1.7,0.118171079118784,1.74087278602504,19.2230626371363,,,,,0.17,0.107064120871411,1.48926322826153,15.4923935605288
1.71,0.11734486277538,1.75294634267444,19.7095592194152,,,,,0.171,0.106252498379507,1.48884889727408,15.6697334680093
1.72,0.116535701895366,1.76119700777814,20.1964440324169,,,,,0.172,0.105436037596922,1.4890326587193,15.8470534852176
1.73,0.11572714608102,1.77212153091264,20.6828443065046,,,,,0.173,0.104615159111179,1.48914109460331,16.0243935089411
1.74,0.114910681976539,1.78069661014194,21.1693942742925,,,,,0.174,0.103789569154856,1.48857032489409,16.2016935634679
1.75,0.114140431914423,1.7897762163191,21.6558197409753,,,,,0.175,0.10295921043015,1.48812037195894,16.3790353667841
1.76,0.113361468445998,1.7976670183949,22.1423539645523,,,,,0.176,0.102124755635755,1.48839441429958,16.5563592557263
1.77,0.1125860953685,1.80643860027204,22.6287656711206,,,,,0.177,0.101283414917004,1.48752015453814,16.7336811569649
1.78,0.111822952546882,1.81574829697454,23.1151510452776,,,,,0.178,0.100437869393807,1.48757219038941,16.9110072744072
1.79,0.111060187129629,1.82268449385982,23.6017665319956,,,,,0.179,0.099587162216253,1.48712489879557,17.088340567887
1.8,0.110323680631416,1.83081563009712,24.0881766592198,,,,,0.18,0.098733961718243,1.48650919376252,17.2656587980091
1.81,0.109595426566133,1.83863737203974,24.5746641032363,,,,,0.181,0.09787123252236,1.48631852553841,17.4429876898322
1.82,0.108857667476476,1.8448959840411,25.0610992570383,,,,,0.182,0.097006559440246,1.48538915974433,17.6203142241543
1.83,0.108125849312646,1.8525289563318,25.5475896113131,,,,,0.183,0.096132638295718,1.4849653305601,17.7976366754292
1.84,0.107426530099712,1.85902699784289,26.0320172372104,,,,,0.184,0.095257792992634,1.48489358414715,17.9749624346694
1.85,0.106716286164005,1.86651927933028,26.5203931894181,,,,,0.185,0.094372895790021,1.73656576826653,18.1522955718611
1.86,0.106048874653522,1.87190991230654,27.0047996326276,,,,,0.186,0.093483799561578,1.53895434513804,18.3296267183259
1.87,0.105354549311743,1.87808272565946,27.4918672394868,,,,,0.187,0.092594516713067,1.54385419748663,18.5069326627399
1.88,0.104658596572702,1.88436633579366,27.9771634293031,,,,,0.188,0.091689079353889,1.73361701416226,18.6842542145264
1.89,0.10401602194112,1.8899671389431,28.4645675893145,,,,,0.189,0.090786938037452,1.73979072957642,18.8616063551164
1.9,0.103351447172902,1.89350351086172,28.9500746587546,,,,,0.19,0.089870647436116,1.72695383088216,19.0389178458948
1.91,0.102694144785942,1.90026206961912,29.4374828945021,,,,,0.191,0.088953535853471,1.73041241789929,19.2162525273053
1.92,0.102050902371961,1.90444251119161,29.9240640007947,,,,,0.192,0.088031645404687,1.74310973511714,19.3933350662334
1.93,0.101405483595218,1.90771977657982,30.4105043176662,,,,,0.193,0.087103239413347,1.73614958518581,19.5706545709625
1.94,0.100777628599485,1.91244754586075,30.896944240903,,,,,0.194,0.086164208688442,1.73804314407126,19.747987607929
1.95,0.100148852226872,1.91541328620193,31.3836507920035,,,,,0.195,0.085219157915275,1.73876594599179,19.9253021290632
1.96,0.099499060122476,1.91968899574929,31.8701671555421,,,,,0.196,0.084270028978068,1.74000449196479,20.1026314363854
1.97,0.098919032637286,1.92363445661248,32.3566042837751,,,,,0.197,0.083318304078488,1.74231030372456,20.2799552374908
1.98,0.098312834028901,1.92640390137429,32.8430727218932,,,,,0.198,0.08235071153487,1.73394167537317,20.4572820169158
1.99,0.097713787088213,1.93032786322539,33.3294679802476,,,,,0.199,0.081383715058823,1.9284657309214,20.6346126062019
2,0.097105666176567,1.9326370205434,33.8159663045015,,,,,0.2,0.080400618239701,1.83046312154212,20.8119416448201
